tsg_set,class,label,clase,etiqueta
1,DOID:0050575,D-2-hydroxyglutaric aciduria,DOID:0050575,aciduria D-2-hidroxiglutárica
1,DOID:0050576,Senior-Loken syndrome,DOID:0050576,síndrome de Senior-Loken
1,DOID:0050577,cranioectodermal dysplasia,DOID:0050577,displasia craneoectodérmica
1,DOID:0050578,occult macular dystrophy,DOID:0050578,distrofia macular oculta
1,DOID:0050579,glycogen storage disease XV,DOID:0050579,enfermedad por almacenamiento de glucógeno XV
1,DOID:0050580,hereditary lymphedema,DOID:0050580,linfedema hereditario
1,DOID:0050581,brachydactyly,DOID:0050581,braquidactilia
1,DOID:0050584,gummatous syphilis,DOID:0050584,sífilis gomatosa
1,DOID:0050587,trichotillomania,DOID:0050587,tricotilomanía
1,DOID:0050589,inflammatory bowel disease,DOID:0050589,enfermedad inflamatoria intestinal
1,DOID:0050591,tooth agenesis,DOID:0050591,agenesia dental
1,DOID:0050592,asphyxiating thoracic dystrophy,DOID:0050592,distrofia torácica asfixiante
1,DOID:0050594,glycogen storage disease IX,DOID:0050594,enfermedad por almacenamiento de glucógeno IX
1,DOID:0050596,taeniasis,DOID:0050596,teniasis
1,DOID:0050597,intestinal schistosomiasis,DOID:0050597,esquistosomiasis intestinal
1,DOID:0050598,extrapulmonary tuberculosis,DOID:0050598,tuberculosis extrapulmonar
1,DOID:0050599,abdominal tuberculosis,DOID:0050599,tuberculosis abdominal
1,DOID:0050600,ABCD syndrome,DOID:0050600,síndrome ABCD
1,DOID:0050601,ADULT syndrome,DOID:0050601,síndrome ADULT
1,DOID:0050602,triple-A syndrome,DOID:0050602,síndrome triple A
1,DOID:0050603,acheiropody,DOID:0050603,aqueiropodia
1,DOID:0050604,acrocapitofemoral dysplasia,DOID:0050604,displasia acrocapitofemoral
1,DOID:0050605,acrodermatitis enteropathica,DOID:0050605,acrodermatitis enteropática
1,DOID:0050606,acrokeratosis verruciformis,DOID:0050606,acroqueratosis verruciforme
1,DOID:0050608,Askin's tumor,DOID:0050608,tumor de Askin
1,DOID:0050610,oral cavity carcinoma in situ,DOID:0050610,carcinoma in situ de la cavidad oral
1,DOID:0050611,pharynx carcinoma in situ,DOID:0050611,carcinoma de faringe in situ
1,DOID:0050612,gallbladder carcinoma in situ,DOID:0050612,carcinoma de vesícula biliar in situ
1,DOID:0050613,bile duct carcinoma in situ,DOID:0050613,carcinoma de conducto biliar in situ
1,DOID:0050614,bronchus carcinoma in situ,DOID:0050614,carcinoma bronquial in situ
1,DOID:0050615,respiratory system cancer,DOID:0050615,cáncer del sistema respiratorio
1,DOID:0050619,paranasal sinus cancer,DOID:0050619,cáncer de seno paranasal
1,DOID:0050620,infiltrating renal pelvis transitional cell carcinoma,DOID:0050620,carcinoma de células de transición infiltrante de la pelvis renal
1,DOID:0050621,respiratory system benign neoplasm,DOID:0050621,neoplasia benigna del sistema respiratorio
1,DOID:0050622,reproductive organ benign neoplasm,DOID:0050622,neoplasia benigna del órgano reproductor
1,DOID:0050623,bladder benign neoplasm,DOID:0050623,neoplasia benigna de la vejiga
1,DOID:0050624,gastrointestinal system benign neoplasm,DOID:0050624,neoplasia benigna del sistema gastrointestinal
1,DOID:0050625,biliary tract benign neoplasm,DOID:0050625,neoplasia benigna del tracto biliar
1,DOID:0050626,gastrointestinal neuroendocrine tumor,DOID:0050626,tumor neuroendocrino gastrointestinal
1,DOID:0050628,advanced sleep phase syndrome,DOID:0050628,síndrome de la fase avanzada del sueño
1,DOID:0050629,Aicardi-Goutieres syndrome,DOID:0050629,síndrome de Aicardi-Goutieres
1,DOID:0050630,Aland Island eye disease,DOID:0050630,enfermedad ocular de las islas Aland
1,DOID:0050631,Allan-Herndon-Dudley syndrome,DOID:0050631,síndrome de Allan-Herndon-Dudley
1,DOID:0050632,oculocutaneous albinism,DOID:0050632,albinismo oculocutáneo
1,DOID:0050633,ocular albinism 1,DOID:0050633,albinismo ocular 1
1,DOID:0050634,alopecia universalis,DOID:0050634,alopecia universal
1,DOID:0050635,alternating hemiplegia of childhood,DOID:0050635,hemiplejia alternante de la infancia
1,DOID:0050636,familial visceral amyloidosis,DOID:0050636,amiloidosis visceral familiar
1,DOID:0050637,Finnish type amyloidosis,DOID:0050637,amiloidosis de tipo finlandés
1,DOID:0050638,transthyretin amyloidosis,DOID:0050638,amiloidosis por transtiretina
1,DOID:0050639,primary cutaneous amyloidosis,DOID:0050639,amiloidosis cutánea primaria
1,DOID:0050640,anauxetic dysplasia 1,DOID:0050640,displasia anauxética 1
1,DOID:0050641,Rh deficiency syndrome,DOID:0050641,síndrome de deficiencia de Rh
1,DOID:0050642,hypochromic microcytic anemia,DOID:0050642,anemia microcítica hipocrómica
1,DOID:0050644,arterial calcification of infancy,DOID:0050644,calcificación arterial infantil
1,DOID:0050645,arterial tortuosity syndrome,DOID:0050645,síndrome de tortuosidad arterial
1,DOID:0050646,distal arthrogryposis,DOID:0050646,artrogriposis distal
1,DOID:0050647,Arts syndrome,DOID:0050647,síndrome Arts
1,DOID:0050648,atelosteogenesis,DOID:0050648,atelosteogénesis
1,DOID:0050649,atransferrinemia,DOID:0050649,atransferrinemia
1,DOID:0050650,familial atrial fibrillation,DOID:0050650,fibrilación auricular familiar
1,DOID:0050654,Baller-Gerold syndrome,DOID:0050654,síndrome de Baller-Gerold
1,DOID:0050655,Bamforth-Lazarus syndrome,DOID:0050655,síndrome de Bamforth-Lazarus
1,DOID:0050656,pseudo-TORCH syndrome 1,DOID:0050656,síndrome pseudo-TORCH 1
1,DOID:0050657,Bannayan-Riley-Ruvalcaba syndrome,DOID:0050657,síndrome de Bannayan-Riley-Ruvalcaba
1,DOID:0050658,Bart-Pumphrey syndrome,DOID:0050658,síndrome de Bart-Pumphrey
1,DOID:0050659,biotin-responsive basal ganglia disease,DOID:0050659,enfermedad de los ganglios basales sensible a la biotina
1,DOID:0050660,Beare-Stevenson cutis gyrata syndrome,DOID:0050660,síndrome de Beare-Stevenson cutis gyrata
1,DOID:0050661,vitelliform macular dystrophy,DOID:0050661,distrofia macular viteliforme
1,DOID:0050662,bestrophinopathy,DOID:0050662,bestrofinopatía
1,DOID:0050664,Bietti crystalline corneoretinal dystrophy,DOID:0050664,distrofia corneorretiniana cristalina de Bietti
1,DOID:0050665,fetal alcohol syndrome,DOID:0050665,síndrome de alcoholismo fetal
1,DOID:0050666,partial fetal alcohol syndrome,DOID:0050666,síndrome alcohólico fetal parcial
1,DOID:0050667,alcohol-related neurodevelopmental disorder,DOID:0050667,trastorno del neurodesarrollo relacionado con el alcohol
1,DOID:0050668,alcohol-related birth defects,DOID:0050668,defectos congénitos relacionados con el alcohol
1,DOID:0050669,spastic cerebral palsy,DOID:0050669,parálisis cerebral espástica
1,DOID:0050670,ataxic cerebral palsy,DOID:0050670,parálisis cerebral atáxica
1,DOID:0050671,female breast cancer,DOID:0050671,cáncer de mama femenino
1,DOID:0050672,dyskinetic cerebral palsy,DOID:0050672,parálisis cerebral discinética
1,DOID:0050673,mixed cerebral palsy,DOID:0050673,parálisis cerebral mixta
1,DOID:0050675,Birk-Barel syndrome,DOID:0050675,síndrome de Birk-Barel
1,DOID:0050676,Birt-Hogg-Dube syndrome,DOID:0050676,síndrome de Birt-Hogg-Dube
1,DOID:0050677,Bjornstad syndrome,DOID:0050677,síndrome de Bjornstad
1,DOID:0050678,Blau syndrome,DOID:0050678,síndrome de Blau
1,DOID:0050679,blue cone monochromacy,DOID:0050679,monocromatismo de conos azules
1,DOID:0050680,Boomerang dysplasia,DOID:0050680,displasia Boomerang
1,DOID:0050681,Borjeson-Forssman-Lehmann syndrome,DOID:0050681,síndrome de Borjeson-Forssman-Lehmann
1,DOID:0050682,Athabaskan brainstem dysgenesis syndrome,DOID:0050682,síndrome de disgenesia del tronco encefálico Athabaskan
1,DOID:0050683,Bothnia retinal dystrophy,DOID:0050683,distrofia de retina de Bothnia
1,DOID:0050684,Bowen-Conradi syndrome,DOID:0050684,síndrome de Bowen-Conradi
1,DOID:0050685,small cell carcinoma,DOID:0050685,carcinoma de células pequeñas
1,DOID:0050686,organ system cancer,DOID:0050686,cáncer de órganos
1,DOID:0050687,cell type cancer,DOID:0050687,cáncer de tipo celular
1,DOID:0050688,anal canal cancer,DOID:0050688,cáncer del canal anal
1,DOID:0050689,brachydactyly-syndactyly syndrome,DOID:0050689,síndrome de braquidactilia-sindactilia
1,DOID:0050690,brachyolmia,DOID:0050690,braquiolmia
1,DOID:0050691,branchiooculofacial syndrome,DOID:0050691,síndrome branquiooculofacial
1,DOID:0050692,Brody myopathy,DOID:0050692,miopatía de Brody
1,DOID:0050693,Brooke-Spiegler syndrome,DOID:0050693,síndrome de Brooke-Spiegler
1,DOID:0050694,Brown-Vialetto-Van Laere syndrome,DOID:0050694,síndrome de Brown-Vialetto-Van Laere
1,DOID:0050695,malignant pleural solitary fibrous tumor,DOID:0050695,tumor fibroso solitario pleural maligno
1,DOID:0050696,fetal alcohol spectrum disorder,DOID:0050696,trastorno del espectro alcohólico fetal
1,DOID:0050697,chorioamnionitis,DOID:0050697,corioamnionitis
1,DOID:0050698,funisitis,DOID:0050698,funisitis
1,DOID:0050699,Dent disease,DOID:0050699,enfermedad de Dent
1,DOID:0050700,cardiomyopathy,DOID:0050700,cardiomiopatía
1,DOID:0050701,electroclinical syndrome,DOID:0050701,síndrome electroclínico
1,DOID:0050702,neonatal period electroclinical syndrome,DOID:0050702,síndrome electroclínico del periodo neonatal
1,DOID:0050703,infancy electroclinical syndrome,DOID:0050703,síndrome electroclínico infantil
1,DOID:0050704,childhood electroclinical syndrome,DOID:0050704,síndrome electroclínico infantil
1,DOID:0050705,adolescence-adult electroclinical syndrome,DOID:0050705,síndrome electroclínico del adolescente y adulto
1,DOID:0050706,variable age at onset electroclinical syndrome,DOID:0050706,síndrome electroclínico de edad variable al inicio
1,DOID:0050708,early onset absence epilepsy,DOID:0050708,crisis de ausencia de inicio precoz
1,DOID:0050709,early infantile epileptic encephalopathy,DOID:0050709,encefalopatía epiléptica infantil precoz
1,DOID:0050710,3-methylcrotonyl-CoA carboxylase deficiency,DOID:0050710,deficiencia de 3-metilcrotonil-CoA carboxilasa
1,DOID:0050711,aceruloplasminemia,DOID:0050711,aceruloplasminemia
1,DOID:0050712,AGAT deficiency,DOID:0050712,deficiencia de AGAT
1,DOID:0050713,"COX deficiency, infantile mitochondrial myopathy",DOID:0050713,"deficiencia de COX, miopatía mitocondrial infantil"
1,DOID:0050715,methylmalonic aciduria and homocystinuria type cblC,DOID:0050715,aciduria metilmalónica y homocistinuria tipo cblC
1,DOID:0050716,methylmalonic aciduria and homocystinuria type cblD,DOID:0050716,aciduria metilmalónica y homocistinuria tipo cblD
1,DOID:0050717,methylmalonic aciduria and homocystinuria type cblF,DOID:0050717,aciduria metilmalónica y homocistinuria tipo cblF
1,DOID:0050718,vitamin metabolic disorder,DOID:0050718,trastorno metabólico vitamínico
1,DOID:0050719,cerebral folate receptor alpha deficiency,DOID:0050719,deficiencia cerebral del receptor alfa del folato
1,DOID:0050720,ornithine translocase deficiency,DOID:0050720,deficiencia de ornitina translocasa
1,DOID:0050721,serine deficiency,DOID:0050721,deficiencia de serina
1,DOID:0050722,PHGDH deficiency,DOID:0050722,deficiencia de PHGDH
1,DOID:0050723,PSAT deficiency,DOID:0050723,deficiencia de PSAT
1,DOID:0050724,PSPH deficiency,DOID:0050724,deficiencia de PSPH
1,DOID:0050725,tyrosinemia type II,DOID:0050725,tirosinemia tipo II
1,DOID:0050726,tyrosinemia type I,DOID:0050726,tirosinemia tipo I
1,DOID:0050727,tyrosinemia type III,DOID:0050727,tirosinemia tipo III
1,DOID:0050728,glycogen metabolism disorder,DOID:0050728,trastorno del metabolismo del glucógeno
1,DOID:0050729,Chanarin-Dorfman syndrome,DOID:0050729,síndrome de Chanarin-Dorfman
1,DOID:0050730,coenzyme Q10 deficiency disease,DOID:0050730,enfermedad por deficiencia de coenzima Q10
1,DOID:0050731,vitamin B12 deficiency,DOID:0050731,deficiencia de vitamina B12
1,DOID:0050732,methylmalonic aciduria and homocystinuria type cblE,DOID:0050732,aciduria metilmalónica y homocistinuria tipo cblE
1,DOID:0050733,methylmalonic aciduria and homocystinuria type cblG,DOID:0050733,aciduria metilmalónica y homocistinuria tipo cblG
1,DOID:0050735,X-linked monogenic disease,DOID:0050735,enfermedad monogénica ligada al cromosoma X
1,DOID:0050736,autosomal dominant disease,DOID:0050736,enfermedad autosómica dominante
1,DOID:0050737,autosomal recessive disease,DOID:0050737,enfermedad autosómica recesiva
1,DOID:0050738,Y-linked monogenic disease,DOID:0050738,enfermedad monogénica ligada al cromosoma Y
1,DOID:0050739,autosomal genetic disease,DOID:0050739,enfermedad genética autosómica
1,DOID:0050740,Qazi Markouizos syndrome,DOID:0050740,síndrome de Qazi Markouizos
1,DOID:0050741,alcohol dependence,DOID:0050741,dependencia del alcohol
1,DOID:0050742,nicotine dependence,DOID:0050742,dependencia de la nicotina
1,DOID:0050743,mature T-cell and NK-cell lymphoma,DOID:0050743,linfoma maduro de células T y células NK
1,DOID:0050744,anaplastic large cell lymphoma,DOID:0050744,linfoma anaplásico de células grandes
1,DOID:0050745,diffuse large B-cell lymphoma,DOID:0050745,linfoma difuso de células B grandes
1,DOID:0050746,mantle cell lymphoma,DOID:0050746,linfoma de células del manto
1,DOID:0050748,marginal zone lymphoma,DOID:0050748,linfoma de la zona marginal
1,DOID:0050749,peripheral T-cell lymphoma,DOID:0050749,linfoma periférico de células T
1,DOID:0050750,splenic marginal zone lymphoma,DOID:0050750,linfoma esplénico de la zona marginal
1,DOID:0050751,T-cell large granular lymphocyte leukemia,DOID:0050751,Leucemia linfocitaria granular de células T
1,DOID:0050752,amyotrophic lateral sclerosis type 8,DOID:0050752,esclerosis lateral amiotrófica tipo 8
1,DOID:0050753,cerebellar ataxia,DOID:0050753,ataxia cerebelosa
1,DOID:0050754,ataxia with oculomotor apraxia type 1,DOID:0050754,ataxia con apraxia oculomotora tipo 1
1,DOID:0050755,spinocerebellar ataxia with axonal neuropathy 2,DOID:0050755,ataxia espinocerebelosa con neuropatía axonal 2
1,DOID:0050757,deafness-dystonia-optic neuronopathy syndrome,DOID:0050757,síndrome de sordera-distonía-neuronopatía óptica
1,DOID:0050758,metabolic acidosis,DOID:0050758,acidosis metabólica
1,DOID:0050759,myotonic dystrophy type 2,DOID:0050759,distrofia miotónica tipo 2
1,DOID:0050760,X-linked myopathy with excessive autophagy,DOID:0050760,miopatía ligada al cromosoma X con exceso de autofagia
1,DOID:0050762,adenylosuccinase lyase deficiency,DOID:0050762,deficiencia de adenilosuccinasa liasa
1,DOID:0050763,ARC syndrome,DOID:0050763,síndrome ARC
1,DOID:0050764,Armfield syndrome,DOID:0050764,síndrome de Armfield
1,DOID:0050765,neuroacanthocytosis,DOID:0050765,neuroacantocitosis
1,DOID:0050766,choreaacanthocytosis,DOID:0050766,corea-acantocitosis
1,DOID:0050767,midface dysplasia,DOID:0050767,displasia del tercio medio facial
1,DOID:0050768,mitochondrial complex V (ATP synthase) deficiency nuclear type 1,DOID:0050768,deficiencia del complejo mitocondrial V (ATP sintasa) nuclear tipo 1
1,DOID:0050769,N syndrome,DOID:0050769,síndrome de N
1,DOID:0050770,polycystic liver disease,DOID:0050770,enfermedad hepática poliquística
1,DOID:0050771,pheochromocytoma,DOID:0050771,feocromocitoma
1,DOID:0050772,spastic ataxia 1,DOID:0050772,ataxia espástica 1
1,DOID:0050773,paraganglioma,DOID:0050773,paraganglioma
1,DOID:0050774,rapadilino syndrome,DOID:0050774,síndrome rapadilino
1,DOID:0050775,schneckenbecken dysplasia,DOID:0050775,displasia schneckenbecken
1,DOID:0050776,non-syndromic X-linked intellectual disability,DOID:0050776,discapacidad intelectual no sindrómica ligada al cromosoma X
1,DOID:0050777,Joubert syndrome,DOID:0050777,síndrome de Joubert
1,DOID:0050778,Meckel syndrome,DOID:0050778,síndrome de Meckel
1,DOID:0050779,hydrolethalus syndrome,DOID:0050779,síndrome hidroletal
1,DOID:0050781,Ogden syndrome,DOID:0050781,síndrome de Ogden
1,DOID:0050782,Zollinger-Ellison syndrome,DOID:0050782,síndrome de Zollinger-Ellison
1,DOID:0050783,secondary progressive multiple sclerosis,DOID:0050783,esclerosis múltiple secundaria progresiva
1,DOID:0050784,primary progressive multiple sclerosis,DOID:0050784,esclerosis múltiple primaria progresiva
1,DOID:0050785,progressive relapsing multiple sclerosis,DOID:0050785,esclerosis múltiple recurrente remitente
1,DOID:0050786,iridogoniodysgenesis syndrome,DOID:0050786,síndrome de iridogoniodisgenesia
1,DOID:0050787,juvenile polyposis syndrome,DOID:0050787,síndrome de poliposis juvenil
1,DOID:0050788,proximal symphalangism,DOID:0050788,sinfalangismo proximal
1,DOID:0050789,tarsal-carpal coalition syndrome,DOID:0050789,síndrome de coalición tarso-carpiana
1,DOID:0050790,fibular hypoplasia and complex brachydactyly,DOID:0050790,hipoplasia fibular y braquidactilia compleja
1,DOID:0050791,persistent Mullerian duct syndrome,DOID:0050791,síndrome de los conductos de Müller persistentes
1,DOID:0050792,multiple cutaneous and mucosal venous malformations,DOID:0050792,malformaciones venosas cutáneas y mucosas múltiples
1,DOID:0050793,short QT syndrome,DOID:0050793,síndrome de QT corto
1,DOID:0050794,multiple synostoses syndrome,DOID:0050794,síndrome de sinostosis múltiple
1,DOID:0050795,cone dystrophy,DOID:0050795,distrofia de conos
1,DOID:0050796,achalasia microcephaly syndrome,DOID:0050796,síndrome de microcefalia acalasia
1,DOID:0050797,peroxisomal acyl-CoA oxidase deficiency,DOID:0050797,deficiencia de acil-CoA oxidasa peroxisomal
1,DOID:0050798,cerebral creatine deficiency syndrome,DOID:0050798,síndrome de deficiencia cerebral de creatina
1,DOID:0050799,guanidinoacetate methyltransferase deficiency,DOID:0050799,deficiencia de guanidinoacetato metiltransferasa
1,DOID:0050800,cerebral creatine deficiency syndrome 1,DOID:0050800,síndrome de deficiencia cerebral de creatina 1
1,DOID:0050801,androgenic alopecia,DOID:0050801,alopecia androgénica
1,DOID:0050802,Ehlers-Danlos syndrome spondylodysplastic type 2,DOID:0050802,síndrome de Ehlers-Danlos espondilodisplásico tipo 2
1,DOID:0050803,glioblastoma classical subtype,DOID:0050803,glioblastoma subtipo clásico
1,DOID:0050804,glioblastoma proneural subtype,DOID:0050804,subtipo proneural del glioblastoma
1,DOID:0050805,glioblastoma mesenchymal subtype,DOID:0050805,subtipo mesenquimal del glioblastoma
1,DOID:0050806,glioblastoma neural subtype,DOID:0050806,glioblastoma subtipo neural
1,DOID:0050807,Kahrizi syndrome,DOID:0050807,síndrome de Kahrizi
1,DOID:0050809,mucopolysaccharidosis IX,DOID:0050809,mucopolisacaridosis IX
1,DOID:0050810,biotin deficiency,DOID:0050810,deficiencia de biotina
1,DOID:0050812,"spondyloepimetaphyseal dysplasia, Pakistani type",DOID:0050812,"displasia espondiloepimetafisaria, tipo pakistaní"
1,DOID:0050814,temtamy preaxial brachydactyly syndrome,DOID:0050814,síndrome de braquidactilia preaxial temtamaria
1,DOID:0050816,urofacial syndrome,DOID:0050816,síndrome urofacial
1,DOID:0050817,Stargardt disease,DOID:0050817,enfermedad de Stargardt
1,DOID:0050818,transcobalamin II deficiency,DOID:0050818,deficiencia de transcobalamina II
