class,synonym,clase,sinónimo
DOID:0050431,arrhythmogenic right ventricular dysplasia,DOID:0050431,displasia arritmogénica del ventrículo derecho
DOID:0050431,arrhythmogenic right ventricular dysplasia/cardiomyopathy,DOID:0050431,displasia/miocardiopatía arritmogénica del ventrículo derecho
DOID:0050431,right ventricular ACM,DOID:0050431,MCA ventricular derecha
DOID:649,Prion disease pathway,DOID:649,vía de la enfermedad de los priones
DOID:649,Prion protein disease,DOID:649,enfermedad de la proteína priónica
DOID:649,Spongiform Encephalopathy,DOID:649,encefalopatía espongiforme
DOID:649,prion induced disorder,DOID:649,trastorno inducido por priones
DOID:649,transmissible spongiform encephalopathy,DOID:649,encefalopatía espongiforme transmisible
DOID:0050434,ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS,DOID:0050434,parálisis periódica cardiodisrítmica de Andersen
DOID:0050434,Andersen syndrome,DOID:0050434,síndrome de Andersen
DOID:0050434,LQT7,DOID:0050434,QTL7
DOID:0050434,Long QT syndrome 7,DOID:0050434,síndrome de QT largo tipo 7
DOID:0050434,Potassium-Sensitive Cardiodysrhythmic Type,DOID:0050434,tipo cardiodisrítmico sensible al potasio
DOID:2843,LQT,DOID:2843,QTL
DOID:2843,long Q-T syndrome,DOID:2843,síndrome de Q-T largo
DOID:2843,Romano-Ward syndrome,DOID:2843,síndrome de Romano-Ward
DOID:0050436,MUL,DOID:0050436,MUL
DOID:0050436,Mulibrey growth disorder,DOID:0050436,trastorno del crecimiento de Mulibrey
DOID:0050436,Muscle-Liver-Brain-Eye Nanism,DOID:0050436,enanismo musculo-hígado-cerebro-ojo
DOID:0050436,PERICARDIAL CONSTRICTION AND GROWTH FAILURE,DOID:0050436,constricción pericárdica y fracaso del crecimiento
DOID:0050436,Perheentupa Syndrome,DOID:0050436,síndrome de Perheentupa
DOID:0050437,ANTOPOL DISEASE,DOID:0050437,enfermedad de Antopol
DOID:0050437,PSEUDOGLYCOGENOSIS II,DOID:0050437,pseudoglucogenosis tipo II
DOID:3211,disorder of lysosomal enzyme,DOID:3211,trastorno de enzima lisosomal
DOID:3211,inborn lysosomal enzyme disorder,DOID:3211,trastorno innato de enzima lisosomal
DOID:3211,lysosomal storage metabolism disorder,DOID:3211,trastorno del metabolismo de almacenamiento lisosomal
DOID:0050440,Dunnigan Syndrome,DOID:0050440,síndrome de Dunnigan
DOID:0050440,Koberling-Dunnigan Syndrome,DOID:0050440,síndrome de Köbberling-Dunnigan
DOID:0050441,"Sulfatidosis, Juvenile, Austin Type",DOID:0050441,sulfatidosis juvenil tipo Austin
DOID:0050441,multiple sulfatase deficiency disease,DOID:0050441,enfermedad por deficiencia de sulfatasa múltiple
DOID:1927,sphingolipidoses,DOID:1927,esfingolipidosis
DOID:0050444,infantile phytanic acid storage disease,DOID:0050444,enfermedad por almacenamiento de ácido fitánico infantil
DOID:906,peroxisomal disorder,DOID:906,trastorno peroxisomal
DOID:0050445,"Hypophosphatemia, Vitamin D-Resistant Rickets",DOID:0050445,raquitismo resistente a la vitamina D por hipofosfatemia
DOID:0050445,"Vitamin D-Resistant Rickets, X-Linked",DOID:0050445,raquitismo resistente a la vitamina D ligado al X
DOID:0050445,X-linked hypophosphatemia,DOID:0050445,hipofosfatemia ligada al X
DOID:0050445,hypophosphatemic rickets X-linked dominant,DOID:0050445,raquitismo hipofosfatémico ligado al X dominante
DOID:10609,active rickets,DOID:10609,raquitismo activo
DOID:0050448,hereditary mucosal leukokeratosis,DOID:0050448,leucoqueratosis hereditaria de la mucosa
DOID:0050448,white sponge nevus of Cannon,DOID:0050448,nevus esponjoso blanco de Cannon
DOID:0050449,Jackson-Lawler Type Pachyonychia Congenita,DOID:0050449,paquioniquia congénita tipo Jackson-Lawler
DOID:0050449,Jadassohn-Lewandowsky Syndrome,DOID:0050449,síndrome de Jadassohn-Lewandowsky
DOID:0050449,"PACHYONYCHIA CONGENITA, JADASSOHN-LEWANDOWSKY TYPE",DOID:0050449,paquioniquia congénita tipo Jadassohn-Lewandowsky
DOID:0050449,Pachyonychia Congenita Type 1,DOID:0050449,paquioniquia congénita tipo 1
DOID:0050450,"HYPOMAGNESEMIA-HYPOKALEMIA, PRIMARY RENOTUBULAR, WITH HYPOCALCIURIA",DOID:0050450,hipomagnesemia e hipopotasemia renotubular primaria con hipocalciuria
DOID:447,inborn renal tubular transport disorder,DOID:447,trastorno innato del transporte tubular renal
DOID:0050451,Bangungut,DOID:0050451,bangungut
DOID:0050451,Brugada type idiopathic ventricular fibrillation,DOID:0050451,fibrilación ventricular idiopática tipo Brugada
DOID:0050451,Dream disease,DOID:0050451,enfermedad del sueño
DOID:0050451,Pokkuri death syndrome,DOID:0050451,síndrome de muerte súbita de Pokkuri
DOID:0050451,SUNDS,DOID:0050451,SMSA
DOID:0050451,sudden unexplained nocturnal death syndrome,DOID:0050451,síndrome de muerte súbita nocturna inexplicable
DOID:10273,heart rhythm disease,DOID:10273,enfermedad del ritmo cardíaco
DOID:0050452,Mevalonate Kinase Deficiency,DOID:0050452,deficiencia de mevalonato quinasa
DOID:0050456,Bairnsdale ulcer,DOID:0050456,úlcera de Bairnsdale
DOID:0050456,Daintree ulcer,DOID:0050456,úlcera de Daintree
DOID:0050456,Mossman ulcer,DOID:0050456,úlcera de Mossman
DOID:0050456,Searl ulcer,DOID:0050456,úlcera de Searl
DOID:0050456,Searle's ulcer,DOID:0050456,úlcera de Searle
DOID:0050457,DEL CASTILLO SYNDROME,DOID:0050457,síndrome de del Castillo
DOID:0050457,Germinal Cell Aplasia,DOID:0050457,aplasia de células germinales
DOID:4972,Myeloproliferative/Myelodysplastic syndromes,DOID:4972,síndromes mieloproliferativos/mielodisplásicos
DOID:4972,myelodysplastic myeloproliferative cancer,DOID:4972,cáncer mielodisplásico mieloproliferativo
DOID:4972,myelodysplastic myeloproliferative disease,DOID:4972,enfermedad mielodisplásica mieloproliferativa
DOID:0050460,4p deletion syndrome,DOID:0050460,síndrome de deleción del 4p
DOID:0050460,PITT SYNDROME,DOID:0050460,síndrome de Pitt
DOID:0050460,Pitt-Rogers-Danks Syndrome,DOID:0050460,síndrome de Pitt-Rogers-Danks
DOID:0050460,chromosome 4p16.3 deletion syndrome,DOID:0050460,síndrome de deleción cromosómica 4p16.3
DOID:0050461,aspartylglucosaminidase deficiency,DOID:0050461,deficiencia de aspartilglucosaminidasa
DOID:0050461,aspartylglycosaminuria,DOID:0050461,aspartilglicosaminuria
DOID:0050461,glycosylasparaginase deficiency,DOID:0050461,deficiencia de glicosilasparaginasa
DOID:0050462,trapezoidocephaly-synostosis syndrome,DOID:0050462,síndrome de trapezoidocefalia-sinostosis
DOID:0081289,Antley Bixler syndrome,DOID:0081289,síndrome de Antley Bixler
DOID:0081289,Antley and Bixler's syndrome,DOID:0081289,síndrome de Antley y Bixler
DOID:0050463,Acampomelic Campomelic Dysplasia,DOID:0050463,displasia campomélica acampomélica
DOID:2256,Cartilage Development disorder,DOID:2256,trastorno del desarrollo del cartílago
DOID:2256,Congenital anomaly of cartilage,DOID:2256,anomalía congénita del cartílago
DOID:2256,Osteochondrodysplasia syndrome,DOID:2256,síndrome de osteocondrodisplasia
DOID:2256,chondrodystrophy,DOID:2256,condrodistrofia
DOID:2256,skeletal dysplasia,DOID:2256,displasia esquelética
DOID:0050464,Farber disease,DOID:0050464,enfermedad de Farber
DOID:0050464,N-laurylsphingosine deacylase deficiency,DOID:0050464,deficiencia de N-laurilesfingosina deacilasa
DOID:0050464,acid ceramidase deficiency,DOID:0050464,deficiencia de ceramidasa ácida
DOID:9455,Lipoid storage diseas,DOID:9455,enfermedad por almacenamiento lipídico
DOID:9455,inborn lipid storage disorder,DOID:9455,trastorno innato de almacenamiento de lípidos
DOID:9455,lipoidosis,DOID:9455,lipidosis
DOID:3883,COCA 1,DOID:3883,COCA 1
DOID:3883,HNPCC - hereditary nonpolyposis colon cancer,DOID:3883,CCHNP - cáncer de colon hereditario no polipósico
DOID:3883,Hereditary Defective Mismatch Repair syndrome,DOID:3883,síndrome hereditario de reparación de errores de emparejamiento defectuoso
DOID:3883,Hereditary non-polyposis colon cancer,DOID:3883,cáncer de colon no polipósico hereditario
DOID:3883,Hereditary non-polyposis colon cancer syndrome,DOID:3883,síndrome hereditario de cáncer de colon no polipósico
DOID:3883,Hereditary non-polyposis colorectal cancer,DOID:3883,cáncer colorrectal no polipósico hereditario
DOID:3883,Hereditary non-polyposis colorectal cancer syndrome,DOID:3883,síndrome de cáncer colorrectal hereditario no polipósico
DOID:3883,Hereditary nonpolyposis colon cancer,DOID:3883,cáncer de colon no polipósico hereditario
DOID:3883,Hereditary nonpolyposis colon cancer syndrome,DOID:3883,síndrome de cáncer de colon hereditario no polipósico
DOID:3883,Hereditary nonpolyposis colorectal cancer syndrome,DOID:3883,síndrome de cáncer colorrectal hereditario no polipósico
DOID:3883,hereditary nonpolyposis colorectal cancer,DOID:3883,cáncer colorrectal hereditario no polipósico
DOID:3883,hereditary nonpolyposis colorectal neoplasm,DOID:3883,neoplasia colorrectal no polipósica hereditaria
DOID:0050467,Erythrokeratodermia Figurata Variabilis,DOID:0050467,eritroqueratodermia figurata variabilis
DOID:0050467,Greither Disease,DOID:0050467,enfermedad de Greither
DOID:0050469,FCS SYNDROME,DOID:0050469,síndrome FCE
DOID:0050469,Faciocutaneoskeletal Syndrome,DOID:0050469,síndrome faciocutaneoesquelético
DOID:0080690,RAS/mitogen-activated protein kinase syndrome,DOID:0080690,síndrome de la RAS/proteína cinasa activada por mitógeno
DOID:0050470,Leprechaunism,DOID:0050470,leprechaunismo
DOID:0050471,"Carney Complex, Type 1",DOID:0050471,complejo de Carney tipo 1
DOID:0050471,"Carney Complex, Type 2",DOID:0050471,complejo de Carney tipo 2
DOID:0050471,Carney Syndrome,DOID:0050471,síndrome de Carney
DOID:0050471,Carney complex variant,DOID:0050471,variante del complejo de Carney
DOID:0050471,LAMB Syndrome,DOID:0050471,síndrome LAMB
DOID:0050471,NAME Syndrome,DOID:0050471,síndrome NAME
DOID:0050475,GEMSS syndrome,DOID:0050475,síndrome GEMSS
DOID:0050475,Marchesani-Weill Syndrome,DOID:0050475,síndrome de Marchesani-Weill
DOID:0050475,"Mesodermal Dysmorphodystrophy, Congenital",DOID:0050475,dismorfodistrofia mesodérmica congénita
DOID:0050475,Spherophakia Brachymorphia Syndrome,DOID:0050475,síndrome de esferofaquia braquimorfa
DOID:0050475,congenital mesodermal dystrophy,DOID:0050475,distrofia mesodérmica congénita
DOID:0050476,3-methylglutaconicaciduria type 2,DOID:0050476,3-metilglutaconioaciduria tipo 2
DOID:0050476,3-methylglutaconicaciduria type II,DOID:0050476,3-metilglutaconioaciduria tipo II
DOID:0050476,MGA Type 2,DOID:0050476,MGA tipo 2
DOID:0050476,MGA type II,DOID:0050476,MGA tipo II
DOID:0050477,Liddle's syndrome,DOID:0050477,síndrome de Liddle
DOID:0050477,Pseudoaldosteronism,DOID:0050477,pseudoaldosteronismo
DOID:0050480,sylvatic typhus,DOID:0050480,tifus selvático
DOID:11256,Endemic Typhus fever,DOID:11256,fiebre endémica del tifus
DOID:11256,Exanthematic Typhus fever,DOID:11256,fiebre exantemática del tifus
DOID:11256,Flea typhus,DOID:11256,tifus de las pulgas
DOID:11256,Louse-borne [epidemic] typhus,DOID:11256,tifus epidémico transmitido por piojo
DOID:11256,Moscow typhus,DOID:11256,tifus de Moscú
DOID:11256,Murine [endemic] typhus,DOID:11256,tifus murino endémico
DOID:11256,Typhus fever,DOID:11256,fiebre del tifus
DOID:11256,endemic flea-borne typhus,DOID:11256,tifus endémico transmitido por pulgas
DOID:11256,epidemic louse-borne typhus,DOID:11256,tifus epidémico transmitido por piojos
DOID:11256,Shop typhus,DOID:11256,tifus de tienda
DOID:11256,Classical typhus,DOID:11256,tifus clásico
DOID:11256,Epidemic (louse-borne) typhus,DOID:11256,tifus epidémico (transmitido por piojos)
DOID:11256,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,DOID:11256,fiebre epidémica del tifus transmitida por piojo causada por Rickettsia prowazekii
DOID:11256,European typhus,DOID:11256,tifus europeo
DOID:11256,Exanthematous typhus,DOID:11256,tifus exantematoso
DOID:11256,Famine fever,DOID:11256,fiebre de la hambruna
DOID:11256,Flea-borne rickettsiosis,DOID:11256,rickettsiosis transmitida por pulgas
DOID:11256,Flea-borne typhus,DOID:11256,tifus transmitido por pulgas
DOID:11256,Hospital fever,DOID:11256,fiebre hospitalaria
DOID:11256,Jail fever,DOID:11256,fiebre carcelaria
DOID:11256,Louse-borne rickettsiosis,DOID:11256,rickettsiosis transmitida por el piojo
DOID:11256,Louse-borne typhus,DOID:11256,tifus transmitido por el piojo
DOID:11256,Mexican typhus,DOID:11256,tifus mexicano
DOID:11256,Murine typhus,DOID:11256,tifus murino
DOID:11256,Petechial fever,DOID:11256,fiebre petequial
DOID:11256,Prison fever,DOID:11256,fiebre de la prisión
DOID:11256,Rat flea typhus,DOID:11256,tifus de las pulgas de ratas
DOID:11256,Ship fever,DOID:11256,fiebre del barco
DOID:11256,Typhus exanthematique,DOID:11256,tifus exantemático
DOID:11256,Urban typhus,DOID:11256,tifus urbano
DOID:0050481,Rat-Flea Typhus,DOID:0050481,tifus de las ratas y pulgas
DOID:0050481,Rickettsia felis spotted fever,DOID:0050481,fiebre maculosa por Rickettsia felis
DOID:0050481,Urban Typhus of Malaya,DOID:0050481,tifus urbano de Malaya
DOID:0050481,cat flea rickettsiosis,DOID:0050481,rickettsiosis por pulga del gato
DOID:0050481,fleaborne typhus,DOID:0050481,tifus transmitido por pulgas
DOID:0050481,murine typhus,DOID:0050481,tifus murino
DOID:0050481,toulon typhus,DOID:0050481,tifus de Toulon
DOID:0050481,urban typhus,DOID:0050481,tifus urbano
DOID:0050481,Shop typhus,DOID:0050481,tifus de tienda
DOID:0050484,Rickettsia helvetica spotted fever,DOID:0050484,fiebre maculosa por Rickettsia helvetica
DOID:0050485,Sennetsu ehrlichiosis,DOID:0050485,erliquiosis de Sennetsu
DOID:1059,mental retardation,DOID:1059,retraso mental
DOID:12176,goitre,DOID:12176,bocio
DOID:9988,late neurosyphilis,DOID:9988,neurosífilis tardía
DOID:767,Amyotrophia,DOID:767,amiotrofia
DOID:767,Muscle wasting,DOID:767,pérdida muscular
DOID:767,Wasting - muscle,DOID:767,pérdida - músculo
DOID:0050495,Roseola Infantum,DOID:0050495,roséola infantil
DOID:0050495,Sixth Disease,DOID:0050495,sexta enfermedad
DOID:8736,Ordinary smallpox,DOID:8736,viruela común
DOID:0050518,Ross River virus disease,DOID:0050518,enfermedad del virus del río Ross
DOID:0050523,Adult T-cell leukemia/lymphoma (HTLV-1 positive),DOID:0050523,leucemia/linfoma de células T del adulto (HTLV-1 positivo)
DOID:0050523,adult T-cell leukemia,DOID:0050523,leucemia de células T del adulto
DOID:5603,Precursor T Lymphoblastic Leukemia,DOID:5603,leucemia linfoblástica de precursores T
DOID:5603,T Acute Lymphoblastic Leukemia,DOID:5603,leucemia linfoblástica aguda T
DOID:5603,T-cell acute lymphocytic leukaemia,DOID:5603,leucemia linfocítica aguda de células T
DOID:5603,T-cell leukemia,DOID:5603,leucemia de células T
DOID:5603,T-cell lymphoblastic leukemia/lymphoma,DOID:5603,leucemia/linfoma linfoblástico de células T
DOID:5603,acute T cell leukemia,DOID:5603,leucemia aguda de células T
DOID:5603,precursor T-lymphoblastic lymphoma/leukemia,DOID:5603,linfoma/leucemia linfoblástica de precursores T
DOID:0050524,MODY,DOID:0050524,MODY
DOID:0050524,Mason-type diabetes,DOID:0050524,diabetes tipo Mason
DOID:9351,diabetes,DOID:9351,diabetes
DOID:0050526,autosomal recessive neuromyotonia and axonal neuropathy,DOID:0050526,neuromiotonía y neuropatía axonal autosómica recesiva
DOID:0050526,"myokymia, myotonia and muscle wasting",DOID:0050526,"mioquimia, miotonía y pérdida muscular"
DOID:0050528,AMISH BRITTLE HAIR BRAIN SYNDROME,DOID:0050528,síndrome cerebral del cabello frágil tipo amish
DOID:0050528,BIDS syndrome,DOID:0050528,Síndrome BIDS
DOID:0050528,HAIR-BRAIN SYNDROME,DOID:0050528,síndrome de cabello-cerebro
DOID:0050528,TTD4,DOID:0050528,TTD4
DOID:0050529,SMA4,DOID:0050529,AME4
DOID:0050529,"SPINAL MUSCULAR ATROPHY, ADULT FORM",DOID:0050529,atrofia muscular espinal forma adulta
DOID:0050529,"SPINAL MUSCULAR ATROPHY, TYPE IV",DOID:0050529,atrofia muscular espinal tipo IV
DOID:0050529,spinal muscular atrophy 4,DOID:0050529,atrofia muscular espinal 4
DOID:0050530,"MUSCULAR ATROPHY, SPINAL, INFANTILE CHRONIC FORM",DOID:0050530,atrofia muscular espinal forma crónica infantil
DOID:0050530,"MUSCULAR ATROPHY, SPINAL, INTERMEDIATE TYPE",DOID:0050530,atrofia muscular espinal de tipo intermedia
DOID:0050530,SMA II,DOID:0050530,AME II
DOID:0050530,SMA2,DOID:0050530,AME2
DOID:0050530,spinal muscular atrophy 2,DOID:0050530,atrofia muscular espinal tipo 2
DOID:0050530,spinal muscular atrophy type II,DOID:0050530,atrofia muscular espinal tipo II
DOID:0060160,spinal muscular atrophies of childhood,DOID:0060160,atrofias musculares espinales de la infancia
DOID:0060160,survival motor neuron spinal muscular atrophy,DOID:0060160,atrofia muscular espinal de supervivencia de la neurona motora
DOID:8498,Congenital night blindness,DOID:8498,ceguera nocturna congénita
DOID:0050535,FEVR,DOID:0050535,VREF
DOID:0050535,familial exudative vitreoretinopathy,DOID:0050535,vitreorretinopatía exudativa familiar
DOID:2462,retina circulation disorder,DOID:2462,trastorno de la circulación de la retina
DOID:0050537,"CATARACT, POSTERIOR POLAR",DOID:0050537,catarata polar posterior
DOID:0050538,hereditary motor and sensory neuropathy type 1,DOID:0050538,neuropatía motora y sensorial hereditaria tipo 1
DOID:10595,CMT - Charcot-Marie-Tooth disease,DOID:10595,CMT - enfermedad de Charcot-Marie-Tooth
DOID:0050539,hereditary motor and sensory neuropathy Guadalajara neuronal type,DOID:0050539,neuropatía motora y sensorial hereditaria de tipo neuronal Guadalajara
DOID:0050539,hereditary motor and sensory neuropathy Okinawa type,DOID:0050539,neuropatía motora y sensorial hereditaria tipo Okinawa
DOID:0050539,hereditary motor and sensory neuropathy type 2,DOID:0050539,neuropatía motora y sensorial hereditaria tipo 2
DOID:0050540,DEJERINE-SOTTAS NEUROPATHY,DOID:0050540,neuropatía de Dejerine-Sottas
DOID:0050540,DEJERINE-SOTTAS SYNDROME,DOID:0050540,síndrome de Dejerine-Sottas
DOID:0050541,hereditary motor and sensory neuropathy,DOID:0050541,neuropatía motora y sensorial hereditaria
DOID:0050543,Charcot-Marie-Tooth disease dominant intermediate,DOID:0050543,enfermedad de Charcot-Marie-Tooth intermedia dominante
DOID:0050543,Charcot-Marie-Tooth disease recessive intermediate,DOID:0050543,enfermedad de Charcot-Marie-Tooth intermedia recesiva
