set,clase,etiqueta,def
1,http://purl.obolibrary.org/obo/DOID_0050043,tifus israelí por garrapatas,"Una fiebre manchada que tiene_como_base la Rickettsia conorii subespecie israelensis, que se_transmite_por garrapatas (Rhipicephalus sanguineus). La infección tiene_como_síntoma fiebre, tiene_como_síntoma escaras, tiene_como_síntoma adenopatías regionales y tiene_como_síntoma erupción maculopapular en las extremidades."
1,http://purl.obolibrary.org/obo/DOID_0050046,fiebre maculosa del Extremo Oriente,"Una fiebre manchada que tiene_como_base la Rickettsia heilongjiangensis, que se_transmite_por garrapatas (Haemaphysalis concinna). La infección tiene_como_síntoma fiebre, tiene_como_síntoma escara, tiene_como_síntoma erupción maculopapular y tiene_como_síntoma adenopatía regional."
1,http://purl.obolibrary.org/obo/DOID_0050047,fiebre maculosa de la isla Flinders,"Una fiebre manchada que tiene_como_base la Rickettsia honei, se_transmite_por garrapatas de cayena (Amblyomma cajennense). La infección tiene_como_síntoma fiebre manchada leve, tiene_como_síntoma escara y tiene_como_síntoma adenopatía."
1,http://purl.obolibrary.org/obo/DOID_0050050,fiebre maculosa japonesa,"Una fiebre manchada que tiene_como_base la Rickettsia japonica, que se_transmite_por garrapatas (Dermacentor taiwanensis y Haemaphysalis flava). La infección tiene_como_síntoma fiebre, tiene_como_síntoma escaras, tiene_como_síntoma adenopatías regionales y tiene_como_síntoma erupción en las extremidades."
1,http://purl.obolibrary.org/obo/DOID_0050051,fiebre maculosa por Rickettsia parkeri,"Una fiebre manchada que tiene_como_base la Rickettsia parkeri, que se_transmite_por la garrapata de la Costa del Golfo (Amblyomma maculatum). La infección tiene_como_síntoma fiebre, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma escara y tiene_como_síntoma erupción cutánea."
1,http://purl.obolibrary.org/obo/DOID_0050052,fiebre maculosa de las Montañas Rocosas,"Una fiebre manchada que tiene_como_base la Rickettsia rickettsii, que se_transmite_por garrapatas (Dermacentor variabilis y Dermacentor andersoni). La infección tiene_como_síntoma fiebre, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma dolor abdominal, y tiene_como_síntoma erupción maculopapular que progresa a erupción papular o petequial."
1,http://purl.obolibrary.org/obo/DOID_0050059,carbunco orofaríngeo,"Un carbunco gastrointestinal que provoca una infección localizada en la mucosa de la orofaringe, tiene_como_base la Bacillus anthracis, que se transmite por ingestión de carne infectada de carbunco. La infección presenta como síntomas lesiones, vómitos de sangre, diarrea severa, pérdida de apetito."
1,http://purl.obolibrary.org/obo/DOID_13386,carbunco gastrointestinal,"Enfermedad por carbunco que provoca una infección localizada en la mucosa del tracto gastrointestinal, tiene_como_base la Bacillus anthracis, que se transmite por ingestión de carne infectada de carbunco. La infección presenta como síntomas lesiones, vómitos de sangre, diarrea severa, pérdida de apetito."
1,http://purl.obolibrary.org/obo/DOID_0050061,erisipeloide,"Enfermedad infecciosa bacteriana primaria que resulta_en una infección que se_ubica_en la piel, tiene_como_base la Erysipelothrix rhusiopathiae, que se_transmite_por contacto con animales infectados. La infección tiene_como_síntoma enrojecimiento de la piel, tiene_como_síntoma sensibilidad de la piel y tiene_como_síntoma calor de la piel."
1,http://purl.obolibrary.org/obo/DOID_0050338,enfermedad infecciosa bacteriana primaria,"Enfermedad infecciosa bacteriana que resulta_en la infección por bacterias como resultado de su presencia o actividad dentro del huésped normal y sano, y su virulencia intrínseca es, en parte, una consecuencia necesaria de su necesidad de reproducirse y propagarse."
1,http://purl.obolibrary.org/obo/DOID_0050072,adiaspiromicosis,"Una micosis sistémica primaria que es una infección fúngica que se_ubica_en los pulmones, o se_ubica_en la piel, que resulta_en un proceso pulmonar granulomatoso diseminado y una infección cutánea en roedores, pequeños mamíferos salvajes y humanos, tiene_como_base el Chrysosporium parvum o Emmonsia crescens."
1,http://purl.obolibrary.org/obo/DOID_0050292,micosis sistémica primaria,"Una micosis sistémica que resulta_en una infección que que se_ubica_en el cuerpo humano, tiene_como_base hongos, que puede superar las defensas fisiológicas y celulares del huésped humano normal. Los patógenos primarios profundos suelen acceder al huésped a través de las vías respiratorias."
1,http://purl.obolibrary.org/obo/DOID_0050073,aspergilosis invasiva,"Una aspergilosis que es una infección fúngica grave del pulmón con neumonía causada por Aspergillus, que se propaga a otras partes del cuerpo a través del torrente sanguíneo en pacientes con leucemia aguda y receptores de trasplantes de tejidos. Los síntomas clínicos incluyen nódulos pulmonares y hemorragias."
1,http://purl.obolibrary.org/obo/DOID_13564,aspergilosis,"Micosis oportunista que implica un espectro de enfermedades de humanos y animales causadas por miembros del género Aspergillus que infectan pulmones, cerebro, riñón, corazón, huesos, ojos, senos paranasales, piel y tracto gastrointestinal. Es una enfermedad grave en personas con un sistema inmunitario debilitado."
1,http://purl.obolibrary.org/obo/DOID_850,enfermedad pulmonar,"Enfermedad de las vías respiratorias inferiores en la que la función de los pulmones se ve afectada negativamente por el estrechamiento o la obstrucción de las vías respiratorias, lo que provoca un flujo de aire deficiente, una pérdida de elasticidad en los pulmones que produce una disminución del volumen total de aire que los pulmones son capaces de retener, y la coagulación, cicatrización o inflamación de los vasos sanguíneos que afectan a la capacidad de los pulmones para captar oxígeno y liberar dióxido de carbono."
1,http://purl.obolibrary.org/obo/DOID_552,neumonía,"Enfermedad pulmonar que implica inflamación del parénquima pulmonar o alveolar y llenado alveolar anormal con líquido (consolidación y exudación). Es el resultado de diversas causas, como la infección por bacterias, virus, hongos o parásitos, y las lesiones químicas o físicas de los pulmones. Se acompaña de fiebre, escalofríos, tos y dificultad para respirar."
1,http://purl.obolibrary.org/obo/DOID_0050083,Enfermedad de Keshan,Una deficiencia nutricional que es una enfermedad caracterizada por una cardiomiopatía secundaria a la carencia de selenio.
1,http://purl.obolibrary.org/obo/DOID_5113,enfermedad por deficiencia nutricional,"Enfermedad nutricional que se caracteriza por la deficiencia de un elemento nutricional, como vitaminas, minerales, carbohidratos, proteínas, grasas o un contenido energético general."
1,http://purl.obolibrary.org/obo/DOID_0050096,tiña de la barba,"Una dermatofitosis que resulta_en una infección fúngica que afecta a la capa córnea de la epidermis de las zonas de barba que se_ubica_en la cara o en el cuello, tiene_como_base el Trichophyton mentagrophytes o tiene_como_base el Trichophyton verrucosum, que también afecta al pelo, y afecta a la uña y tiene_como_síntoma placas inflamatorias de aspecto querioniforme, y resulta_en la formación de pústulas perifoliculares superficiales no inflamatorias."
1,http://purl.obolibrary.org/obo/DOID_37,enfermedad cutánea,Una enfermedad del sistema tegumentario que se_ubica_en el páncreas.
1,http://purl.obolibrary.org/obo/DOID_8913,dermatofitosis,"Una micosis cutánea que resulta_en una infección fúngica que se_ubica_en el cuero cabelludo, se_ubica_en la piel glabra, o se_ubica_en la uña, tiene_como_base hongos Ascomycota que pertenecen a un grupo llamado dermatofitos, que tienen la capacidad de utilizar la queratina como fuente de nutrientes."
1,http://purl.obolibrary.org/obo/DOID_0050097,enfermedad infecciosa ectothrix,"Una tiña capitis que resulta_en una infección fúngica que se_ubica_en la cutícula del cabello, tiene_como_base Microsporum canis, tiene_como_base Microsporum gypseum, tiene_como_base Trichophyton equinum, y tiene_como_base Trichophyton verrucosum, que producen artroconidias en el exterior del tallo piloso."
1,http://purl.obolibrary.org/obo/DOID_421,enfermedad capilar,Una enfermedad del sistema tegumentario que se_ubica_en el pelo.
1,http://purl.obolibrary.org/obo/DOID_4337,tiña capitis,"Una dermatofitosis que resulta_en una infección fúngica contagiosa que se_ubica_en el cuero cabelludo, se_ubica_en el pelo de la cabeza, se_ubica_en la ceja o se_ubica_en la pestaña, tiene_como_base hongos Ascomycota que pertenecen a un grupo llamado dermatofitos y tiene_como_síntoma picazón del cuero cabelludo, tiene_como_síntoma lesiones llenas de pus en el cuero cabelludo, y tiene_como_síntoma parches de pérdida de cabello, a veces con un patrón de ""punto negro."
1,http://purl.obolibrary.org/obo/DOID_0050105,enfermedad infecciosa por endothrix,"Una tiña capitis que resulta_en una infección fúngica que se_ubica_en el pelo, tiene_como_base hongos Ascomycota que pertenecen a un grupo denominado dermatofitos, que producen artroconidias únicamente dentro del tallo piloso."
1,http://purl.obolibrary.org/obo/DOID_0050116,tiña imbricata,"Una tiña corporal que resulta_en una infección fúngica que se_ubica_en la piel, tiene_como_base Trichophyton concentricum, que se caracteriza por un crecimiento anular en círculos superpuestos que puede tener una predisposición genética autosómica dominante."
1,http://purl.obolibrary.org/obo/DOID_12179,tiña corporal,"Una dermatofitosis que resulta_en una infección fúngica que se_ubica_en la piel, limitada al estrato córneo de la epidermis, tiene_como_base hongos Ascomycota que pertenecen a un grupo llamado dermatofitos y que tiene_como_síntoma picazón, y tiene_como_síntoma erupción cutánea de color rojo. El borde de las lesiones eruptivas parece escamoso."
1,http://purl.obolibrary.org/obo/DOID_0050117,enfermedad por agente infeccioso,"Enfermedad que es consecuencia de la presencia de agentes microbianos patógenos, incluyendo virus patógenos, bacterias patógenas, hongos, protozoos, parásitos multicelulares y proteínas aberrantes conocidas como priones."
1,http://purl.obolibrary.org/obo/DOID_0050118,encefalitis de La Crosse,"Enfermedad infecciosa vírica que resulta_en una inflamación que se_ubica_en el cerebro, tiene_como_base el virus de La Crosse, se_transmite_por el mosquito del árbol, Ochlerotatus triseriatus. La infección tiene_como_síntoma  convulsiones, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma fiebre, tiene_como_síntoma coma y tiene_como_síntoma parálisis."
1,http://purl.obolibrary.org/obo/DOID_936,enfermedad cerebral,Enfermedad del sistema nervioso central que se_ubica_en el cerebro.
1,http://purl.obolibrary.org/obo/DOID_0050120,linfohistiocitosis hemofagocítica,"Enfermedad del sistema linfático que se caracteriza por una expansión de la población de monocitos-macrófagos y una hemofagocitosis intensa. Puede aparecer de novo, pero lo más frecuente es que se produzca en el contexto de otro trastorno, normalmente una infección o una neoplasia maligna. Un cuadro clínico de fiebre, hepatoesplenomegalia, linfadenopatía y pancitopenia periférica. El sello morfológico de este síndrome es la fagocitosis de elementos hematopoyéticos por macrófagos morfológicamente normales."
1,http://purl.obolibrary.org/obo/DOID_75,enfermedad del sistema linfático,Una enfermedad del sistema inmunitario que se_ubica_en el sistema linfático.
1,http://purl.obolibrary.org/obo/DOID_0050125,síndrome de choque por dengue,"Enfermedad que implica la forma más grave del dengue, tiene_como_base el virus del dengue [NCBITaxon:12637] con cuatro serotipos (virus del dengue 1, 2, 3 y 4), que se_transmite_por la picadura del mosquito Aedes. La infección tiene_como_síntoma hematomas fáciles, tiene_como_síntoma manchas de sangre, tiene_como_síntoma encías sangrantes y tiene_como_síntoma hemorragias nasales. Se acompaña de colapso circulatorio, involucra hipotensión, presión de pulso estrecha (menor o igual a 20 mm Hg) o shock franco. El shock se produce después de dos a seis días de síntomas, seguido de colapso, pulso débil y coloración azulada alrededor de la boca."
1,http://purl.obolibrary.org/obo/DOID_12205,enfermedad del dengue,"Enfermedad infecciosa vírica que provoca una infección, tiene_una_base_material de virus del dengue [NCBITaxon:12637] con cuatro serotipos (virus del dengue 1, 2, 3 y 4), que se transmiten por la picadura del mosquito Aedes. La infección presenta entre sus síntomas fiebre, dolor de cabeza intenso, dolor intenso detrás de los ojos, dolor articular, dolor muscular y óseo, sarpullido y hemorragia leve."
1,http://purl.obolibrary.org/obo/DOID_0050127,sinusitis,"Enfermedad de los senos paranasales que consiste en la inflamación de los senos paranasales como consecuencia de una infección bacteriana, fúngica, vírica, alérgica o autoinmune. Los síntomas pueden incluir fiebre, debilidad, fatiga, tos y congestión. También puede haber secreción de mucosidad en la parte posterior de la garganta, lo que se denomina goteo postnasal."
1,http://purl.obolibrary.org/obo/DOID_1352,enfermedad de los senos paranasales,
1,http://purl.obolibrary.org/obo/DOID_0050129,diarrea secretora,"Una diarrea en la que hay un aumento de la secreción activa, o hay una inhibición de la absorción que causa poco o ningún daño estructural. La causa más común de este tipo de diarrea es una toxina del cólera que estimula la secreción de aniones, especialmente iones cloruro."
1,http://purl.obolibrary.org/obo/DOID_13250,diarrea,"Enfermedad del sistema gastrointestinal descrita como la condición de tener frecuentes deposiciones líquidas o sueltas. La diarrea aguda es una causa común de muerte en los países en desarrollo y la segunda causa más frecuente de mortalidad infantil en todo el mundo. La pérdida de líquidos por la diarrea puede provocar una deshidratación grave, que es una de las causas de muerte en los enfermos de diarrea. Junto con el agua, los enfermos también pierden cantidades peligrosas de sales importantes, electrolitos y otros nutrientes. Existen al menos cuatro tipos de diarrea: diarrea secretora, diarrea osmótica, diarrea relacionada con la motilidad y diarrea inflamatoria."
1,http://purl.obolibrary.org/obo/DOID_0050130,diarrea osmótica,"Una diarrea que se produce cuando entra demasiada agua en los intestinos. Esto puede ser el resultado de una mala digestión (por ejemplo, enfermedad pancreática o celiaquía), en la que los nutrientes se quedan en el lumen para arrastrar agua. La diarrea osmótica también puede estar causada por laxantes osmóticos (que actúan para aliviar el estreñimiento atrayendo agua a los intestinos). En individuos sanos, un exceso de magnesio o vitamina C o de lactosa no digerida puede producir diarrea osmótica y distensión intestinal. Una persona que no tenga intolerancia a la lactosa puede tener dificultades para absorber la lactosa tras una ingesta extraordinariamente elevada de productos lácteos."
