clase,etiqueta,def
http://purl.obolibrary.org/obo/DOID_0111885,Anemia de Diamond-Blackfan 2,Una anemia de Diamond-Blackfan que tiene_su_base_material_en mutación en una región del cromosoma 8p23.3-p22.
http://purl.obolibrary.org/obo/DOID_0111886,Anemia de Diamond-Blackfan 19,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL35 en el cromosoma 9q33.3.
http://purl.obolibrary.org/obo/DOID_0111887,Anemia de Diamond-Blackfan 3,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS24 en el cromosoma 10q22.3.
http://purl.obolibrary.org/obo/DOID_0111888,Anemia de Diamond-Blackfan 10,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS26 en el cromosoma 12q13.2.
http://purl.obolibrary.org/obo/DOID_0111889,Anemia de Diamond-Blackfan 13,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS29 del cromosoma 14q21.3.
http://purl.obolibrary.org/obo/DOID_0111890,Anemia de Diamond-Blackfan 4,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS17 del cromosoma 15q25.2.
http://purl.obolibrary.org/obo/DOID_0111891,Anemia de Diamond-Blackfan 20,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS15A en el cromosoma 16p12.3.
http://purl.obolibrary.org/obo/DOID_0111892,Anemia de Diamond-Blackfan 11,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL26 en el cromosoma 17p13.1.
http://purl.obolibrary.org/obo/DOID_0111893,Anemia de Diamond-Blackfan 16,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL27 en el cromosoma 17q21.31.
http://purl.obolibrary.org/obo/DOID_0111894,anemia de Diamond-Blackfan 15 con disostosis mandibulofacial,"Una anemia de Diamond-Blackfan caracterizada por anemia de Diamond-Blackfan y disostosis mandibulofacial (micrognatia, fisuras palpebrales inclinadas hacia abajo, paladar hendido submucoso o úvula bífida e hipoplasia malar) que tiene_su_base_material_en mutación heterocigota en el gen RPS28 del cromosoma 19p13.2."
http://purl.obolibrary.org/obo/DOID_0111895,Anemia de Diamond-Blackfan 1,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPS19 en el cromosoma 19q13.2.
http://purl.obolibrary.org/obo/DOID_0111896,Anemia de Diamond-Blackfan 18,Una anemia de Diamond-Blackfan que tiene_su_base_material_en una mutación heterocigota en el gen RPL18 en el cromosoma 19q13.33.
http://purl.obolibrary.org/obo/DOID_0111897,Anemia de Diamond-Blackfan 14 con disostosis mandibulofacial,"Una anemia de Diamond-Blackfan caracterizada por anemia de Diamond-Blackfan, microtia bilateral y paladar hendido que tiene_su_base_material_en una mutación hemicigota en el gen TSR2 del cromosoma Xp11.22."
http://purl.obolibrary.org/obo/DOID_0111932,encefalopatía congénita grave debida a la mutación MECP2,"Enfermedad cerebral caracterizada por encefalopatía neonatal grave, retraso del desarrollo y microcefalia que tiene_su_base_material_en mutación hemicigota en el gen MECP2 del cromosoma Xq28."
http://purl.obolibrary.org/obo/DOID_0112002,inmunodeficiencia 47,"Enfermedad de inmunodeficiencia primaria caracterizada por disfunción hepática, infecciones bacterianas recurrentes, hipogammaglobulinemia y glicosilación defectuosa de las proteínas séricas que tiene_su_base_material_en la mutación hemicigota en el gen ATP6AP1 del cromosoma Xq28."
http://purl.obolibrary.org/obo/DOID_0112014,megavejiga congénita,Enfermedad de la vejiga caracterizada por una vejiga urinaria masivamente dilatada con alteración del músculo liso de la pared de la vejiga que tiene_su_base_material_en mutación heterocigota en el gen MYOCD del cromosoma 17p12.
http://purl.obolibrary.org/obo/DOID_0112128,Neutropenia congénita grave ligada al cromosoma X,Una neutropenia congénita grave que tiene_su_base_material_en una mutación activadora hemicigota en WAS en el cromosoma Xp11.23.
http://purl.obolibrary.org/obo/DOID_0112129,neutropenia congénita grave 7,"Una neutropenia congénita grave caracterizada por la aparición de infecciones recurrentes en la infancia o la niñez temprana, neutropenia periférica pero maduración normal de granulocitos en la médula ósea que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CSF3R del cromosoma 1p34.3."
http://purl.obolibrary.org/obo/DOID_0112130,neutropenia congénita grave autosómica dominante,Una neutropenia congénita grave que tiene_su_base_material_en la mutación heterocigota de un gen autosómico.
http://purl.obolibrary.org/obo/DOID_0112131,neutropenia congénita grave 2,Una neutropenia congénita grave autosómica dominante que tiene_su_base_material_en mutación heterocigota en el gen GFI1 en el cromosoma 1p22.1.
http://purl.obolibrary.org/obo/DOID_0112132,neutropenia congénita grave 5,"Una neutropenia congénita grave caracterizada por neutropenia y disfunción de los neutrófilos, falta de respuesta al G-CSF, infecciones potencialmente mortales, fibrosis de la médula ósea y hematopoyesis extramedular renal que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen VPS45 del cromosoma 1q21.2."
http://purl.obolibrary.org/obo/DOID_0112133,neutropenia congénita grave 3,"Una neutropenia congénita grave caracterizada por un fallo de la médula ósea que da lugar a un bajo número de neutrófilos, una mayor susceptibilidad a las infecciones bacterianas y fúngicas y un mayor riesgo de desarrollar síndrome mielodisplásico o leucemia mieloide aguda que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen HAX1 del cromosoma 1q21.3."
http://purl.obolibrary.org/obo/DOID_0112134,neutropenia congénita grave 6,Una neutropenia congénita grave que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen JAGN1 del cromosoma 3p25.3.
http://purl.obolibrary.org/obo/DOID_0112135,neutropenia congénita grave 8,Una neutropenia congénita grave autosómica dominante caracterizada por una disminución de los neutrófilos y la aparición de infecciones bacterianas recurrentes en la primera infancia que tiene_su_base_material_en una mutación heterocigota en el gen SRP54 del cromosoma 14q13.2.
http://purl.obolibrary.org/obo/DOID_0112136,neutropenia congénita grave 4,Una neutropenia congénita grave que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen G6PC3 del cromosoma 17q21.31.
http://purl.obolibrary.org/obo/DOID_0112183,dishormonogénesis tiroidea familiar,Hipotiroidismo congénito caracterizado por la deficiencia de hormona tiroidea que está presente desde el nacimiento y es el resultado de defectos en la síntesis de la hormona tiroidea.
http://purl.obolibrary.org/obo/DOID_0112184,dishormonogénesis tiroidea 5,Una dishormonogénesis tiroidea familiar que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en DUOXA2 en el cromosoma 15q21.1.
http://purl.obolibrary.org/obo/DOID_0112185,dishormonogénesis tiroidea 1,Una dishormonogénesis tiroidea familiar que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en SLC5A5 en el cromosoma 19p13.11.
http://purl.obolibrary.org/obo/DOID_0112186,dishormonogénesis tiroidea 2A,Una dishormonogénesis tiroidea familiar que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en TPO en el cromosoma 2p25.3.
http://purl.obolibrary.org/obo/DOID_0112187,dishormonogénesis tiroidea 3,Una dishormonogénesis tiroidea familiar que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en TG en el cromosoma 8q24.22.
http://purl.obolibrary.org/obo/DOID_0112188,dishormonogénesis tiroidea 4,Una dishormonogénesis tiroidea familiar que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en IYD en el cromosoma 6q25.1.
http://purl.obolibrary.org/obo/DOID_0112189,dishormonogénesis tiroidea 6,Una dishormonogénesis tiroidea familiar que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en DUOX2 en el cromosoma 15q21.1.
http://purl.obolibrary.org/obo/DOID_0112213,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 4,Un síndrome de anomalías congénitas múltiples-hipotonía-convulsiones caracterizado por la aparición en los primeros meses de vida de convulsiones refractarias y un grave retraso global del desarrollo que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen PIGQ del cromosoma 16p13.3.
http://purl.obolibrary.org/obo/DOID_0112227,tubulopatía,Anomalía congénita del sistema nervioso caracterizada por malformaciones corticales complejas que incluyen en la mayoría de los casos ganglios basales dismórficos y que tiene_su_base_material_en mutación en uno o más de los genes de la tubulina.
http://purl.obolibrary.org/obo/DOID_0112228,lisencefalia 9 con malformación compleja del tronco encefálico,"Una lisencefalia caracterizada por un retraso global del desarrollo, un desarrollo intelectual deficiente con habla pobre o ausente, paquigiria, lisencefalia y malformación del tronco encefálico que tiene_su_base_material_en una mutación heterocigota en el gen MACF1 del cromosoma 1p34.3."
http://purl.obolibrary.org/obo/DOID_0112229,lisencefalia 10,"Una lisencefalia caracterizada por un retraso variable del desarrollo, un desarrollo intelectual de leve a moderadamente deficiente y retraso del lenguaje, convulsiones, rasgos cerebrales consistentes con defectos de migración neuronal que tiene_su_base_material_en una mutación heterocigota en el gen CEP85L en el cromosoma 6q22.31."
http://purl.obolibrary.org/obo/DOID_0112230,lisencefalia 5,"Una lisencefalia caracterizada por hidrocefalia, convulsiones, desarrollo psicomotor gravemente retrasado y cambios en empedrado en el córtex, más graves en la región posterior, y heterotopía en banda subcortical que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen LAMB1 del cromosoma 7q31.1."
http://purl.obolibrary.org/obo/DOID_0112231,lisencefalia 7 con hipoplasia cerebelosa,"Una lisencefalia caracterizada por falta de desarrollo psicomotor, dismorfismo facial, artrogriposis y convulsiones intratables de aparición precoz con resultado de muerte en la infancia que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen CDK5 del cromosoma 7q36.1."
http://purl.obolibrary.org/obo/DOID_0112232,lisencefalia 3,"Una lisencefalia caracterizada por malformaciones cerebrales, microcefalia, retraso del desarrollo y epilepsia que tiene_su_base_material_en una mutación heterocigota en el gen TUBA1A del cromosoma 12q13.12."
http://purl.obolibrary.org/obo/DOID_0112233,lisencefalia 8,"Una lisencefalia caracterizada por un retraso en el desarrollo psicomotor, discapacidad intelectual con habla deficiente o ausente, convulsiones refractarias de aparición precoz e hipotonía que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen TMTC3 del cromosoma 12q21.32."
http://purl.obolibrary.org/obo/DOID_0112234,microlisencefalia,Una lisencefalia caracterizada por lisencefalia en combinación con microcefalia congénita grave.
http://purl.obolibrary.org/obo/DOID_0112235,lisencefalia 4,"Una microlisencefalia caracterizada por lisencefalia, atrofia cerebral grave, microcefalia extrema y discapacidad intelectual profunda que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen NDE1 del cromosoma 16p13.11."
http://purl.obolibrary.org/obo/DOID_0112236,lisencefalia 6,"Una microlisencefalia caracterizada por microcefalia grave, retraso del desarrollo, lisencefalia, paquigiria e hipoplasia del cuerpo calloso que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen KATNB1 del cromosoma 16q21."
http://purl.obolibrary.org/obo/DOID_0112237,lisencefalia 1,"Una lisencefalia caracterizada por un córtex anormalmente grueso, una laminación reducida o anormal y una heterotopía neuronal difusa que tiene_su_base_material_en una mutación heterocigota en el gen PAFAH1B1 del cromosoma 17p13.3."
http://purl.obolibrary.org/obo/DOID_0112238,lisencefalia 2 ligada al cromosoma X,"Una lisencefalia caracterizada por anomalías cerebrales estructurales, convulsiones intratables de aparición temprana, retraso psicomotor grave y genitales ambiguos que tiene_su_base_material_en la mutación en ARX en el cromosoma Xp21.3."
http://purl.obolibrary.org/obo/DOID_0112239,Lisencefalia 1 ligada al cromosoma X,Una lisencefalia caracterizada por lisencefalia clásica y discapacidad intelectual en varones que tiene_su_base_material_en mutación en DCX en el cromosoma Xq23.
http://purl.obolibrary.org/obo/DOID_0112321,"síndrome de alacrimia, acalasia y retraso del desarrollo intelectual","Trastorno congénito de la glicosilación caracterizado por la aparición en la infancia de alacrimia, acalasia y retraso del desarrollo intelectual sin insuficiencia suprarrenal que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen GMPPA del cromosoma 2q35."
http://purl.obolibrary.org/obo/DOID_0112376,distrofia muscular-distroglicanopatía tipo B15,Una distrofia muscular-distroglicanopatía tipo B que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen DPM3 del cromosoma 1q22.
http://purl.obolibrary.org/obo/DOID_0112377,distrofia muscular-distroglicanopatía tipo B14,Una distrofia muscular-distroglicanopatía tipo B que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen GMPPB del cromosoma 3p21.31.
http://purl.obolibrary.org/obo/DOID_0112378,distrofia muscular-distroglicanopatía tipo B3,Una distrofia muscular-distroglicanopatía tipo B que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen POMGNT1 del cromosoma 1p34.1.
http://purl.obolibrary.org/obo/DOID_0112379,distrofia muscular-distroglicanopatía tipo B4,Una distrofia muscular-distroglicanopatía tipo B caracterizada por distrofia muscular resultante de la alteración de la glicosilación del distroglicano en ausencia de deficiencia intelectual que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen FKTN del cromosoma 9q31.2.
http://purl.obolibrary.org/obo/DOID_0112380,distrofia muscular-distroglicanopatía tipo B2,Una distrofia muscular-distroglicanopatía tipo B que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen POMT2 del cromosoma 14q24.3.
http://purl.obolibrary.org/obo/DOID_0112381,distrofia muscular-distroglicanopatía tipo C12,Una distrofia muscular-distroglicanopatía caracterizada por distrofia muscular congénita de cinturas de extremidades y deterioro cognitivo que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen POMK en el cromosoma 8p11.21.
http://purl.obolibrary.org/obo/DOID_0112382,distrofia muscular-distroglicanopatía tipo C8,Una distrofia muscular-distroglicanopatía caracterizada por la aparición en la infancia de un fenotipo variable que va desde una discapacidad intelectual leve y anomalías de la marcha hasta asintomática que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen POMGNT2 del cromosoma 3p22.1.
http://purl.obolibrary.org/obo/DOID_10039,sífilis congénita tardía,"Una sífilis congénita que se produce en niños de dos años o más que adquirieron la infección por vía transplacentaria. La infección tiene_síntomas de úlceras gingivales, tiene_síntomas de lesiones periósticas, tiene_síntomas de paresia, tiene_síntomas de tabes, tiene_síntomas de atrofia óptica, tiene_síntomas de queratitis intersticial, tiene_síntomas de sordera neurosensorial y tiene_síntomas de deformidades dentales."
http://purl.obolibrary.org/obo/DOID_10348,blefarofimosis,Enfermedad de los párpados que se caracteriza por una estrechez anormal de la hendidura palpebral en sentido horizontal causada por el desplazamiento lateral de los cantos medios de los párpados.
http://purl.obolibrary.org/obo/DOID_10488,ano imperforado,NA
http://purl.obolibrary.org/obo/DOID_10783,metahemoglobinemia,NA
http://purl.obolibrary.org/obo/DOID_2860,hemoglobinopatía,NA
http://purl.obolibrary.org/obo/DOID_1088,meningocele,Una espina bífida que se caracteriza por la herniación de las meninges entre las vértebras.
http://purl.obolibrary.org/obo/DOID_10892,hipospadias,Trastorno físico caracterizado por una abertura uretral anormalmente situada en la parte inferior del pene o en el perineo.
http://purl.obolibrary.org/obo/DOID_11044,gastrosquisis,NA
http://purl.obolibrary.org/obo/DOID_11211,buftalmos,"Hidroftalmía caracterizada por glaucoma de aparición precoz en uno o ambos ojos con presión intraocular elevada, aumento del diámetro corneal e hinchazón del globo y tiene_síntomas de pérdida precoz de visión, fotofobia, blefaroespasmo, lagrimeo, aumento del diámetro corneal, aumento del grosor corneal y globo agrandado. El buftalmos está causado por defectos congénitos graves de la malla trabecular y del ángulo de la cámara anterior que bloquean la salida del humor acuoso y elevan la presión intraocular, lo que provoca atrofia del nervio óptico y pérdida precoz de la visión."
http://purl.obolibrary.org/obo/DOID_11212,hidroftalmía,"Glaucoma congénito primario caracterizado por la aparición precoz de glaucoma en uno o ambos ojos con presión intraocular elevada y aumento del diámetro corneal y presentar_síntomas de pérdida precoz de visión, aumento del diámetro corneal y aumento del grosor de la córnea. La hidroftalmía está causada por defectos congénitos de la malla trabecular y del ángulo de la cámara anterior que bloquean el flujo de salida acuoso y elevan la presión intraocular, lo que provoca atrofia del nervio óptico y pérdida precoz de visión."
http://purl.obolibrary.org/obo/DOID_11367,afaquia congénita,NA
http://purl.obolibrary.org/obo/DOID_1148,polidactilia,Trastorno físico que se caracteriza por la presencia de más de cinco dedos por mano o cinco dedos por pie.
http://purl.obolibrary.org/obo/DOID_12961,síndrome de Poland,"Trastorno físico que se caracteriza por la ausencia o el subdesarrollo de los músculos de un lado del cuerpo, lo que provoca anomalías que pueden afectar al pecho, el hombro, el brazo y la mano."
http://purl.obolibrary.org/obo/DOID_13336,toxoplasmosis congénita,Toxoplasmosis que consiste en una infección reactivada de la madre transmitida al feto durante el embarazo. Pueden producirse abortos espontáneos y mortinatos.
http://purl.obolibrary.org/obo/DOID_1342,anemia hipoplásica congénita,NA
http://purl.obolibrary.org/obo/DOID_13620,foramen oval patente,NA
http://purl.obolibrary.org/obo/DOID_14177,hipogammaglobulinemia congénita,NA
http://purl.obolibrary.org/obo/DOID_14681,síndrome de Silver-Russell,"Trastorno físico que se caracteriza por un retraso grave del crecimiento intrauterino, un crecimiento postnatal deficiente, rasgos craneofaciales como una cara de forma triangular y frente ancha, asimetría corporal y una variedad de malformaciones menores."
http://purl.obolibrary.org/obo/DOID_422,miopatía estructural congénita,"Una miopatía que se caracteriza por hipotonía, debilidad muscular y retraso en el desarrollo de las habilidades motoras."
http://purl.obolibrary.org/obo/DOID_14725,microcefalia autosómica dominante,Una microcefalia que tiene_su_base_material_en una mutación heterocigótica en un gen autosómico.
http://purl.obolibrary.org/obo/DOID_1657,comunicación interventricular,Defecto del tabique cardíaco caracterizado por una abertura en el tabique interventricular que provoca una derivación entre ventrículos.
http://purl.obolibrary.org/obo/DOID_1998,síndrome de Lutembacher,NA
http://purl.obolibrary.org/obo/DOID_2236,afibrinogenemia congénita,Enfermedad de la coagulación sanguínea que se caracteriza por una alteración de la coagulación de la sangre como consecuencia de una deficiencia de la proteína fibrinógeno (factor I de coagulación).
http://purl.obolibrary.org/obo/DOID_2859,enfermedad de la hemoglobina C,NA
http://purl.obolibrary.org/obo/DOID_3827,hernia diafragmática congénita,"Enfermedad del diafragma caracterizada por la falta de desarrollo de todo o parte del diafragma, lo que da lugar a una abertura anormal que permite que el estómago y los intestinos se desplacen hacia la cavidad torácica y apiñen el corazón y los pulmones."
http://purl.obolibrary.org/obo/DOID_4297,síndrome de la cimitarra,"cardiopatía congénita que se caracteriza por un drenaje venoso curvo anómalo parcial o total del pulmón derecho a la vena cava inferior, asociado a una hipoplasia variable del pulmón derecho y de la arteria pulmonar, una dextraposición del corazón y un aporte sanguíneo sistémico anómalo al pulmón ipsilateral."
http://purl.obolibrary.org/obo/DOID_4626,hidranencefalia,NA
http://purl.obolibrary.org/obo/DOID_4773,nefroma mesoblástico congénito,Cáncer de riñón que se caracteriza por la presencia de células fibroblásticas.
http://purl.obolibrary.org/obo/DOID_5378,enfermedad de la hemoglobina D,NA
http://purl.obolibrary.org/obo/DOID_5379,enfermedad de la hemoglobina E,NA
http://purl.obolibrary.org/obo/DOID_6406,ventrículo derecho de doble salida,NA
http://purl.obolibrary.org/obo/DOID_6419,tetralogía de Fallot,NA
http://purl.obolibrary.org/obo/DOID_7280,epulis congénito,NA
http://purl.obolibrary.org/obo/DOID_758,situs inversus,Heterotaxia visceral que se caracteriza por la inversión completa de derecha a izquierda de la posición de los principales órganos torácicos y abdominales.
http://purl.obolibrary.org/obo/DOID_8082,nefroma mesoblástico congénito celular,NA
http://purl.obolibrary.org/obo/DOID_8083,nefroma mesoblástico congénito clásico,NA
http://purl.obolibrary.org/obo/DOID_8303,tumor congénito de células granulares,NA
http://purl.obolibrary.org/obo/DOID_8418,fibrosarcoma congénito,NA
http://purl.obolibrary.org/obo/DOID_9296,labio leporino,Hendidura orofacial que se caracteriza por un defecto congénito en el labio superior en el que la prominencia maxilar no llega a fusionarse con las prominencias nasales medias fusionadas.
http://purl.obolibrary.org/obo/DOID_9487,divertículo de Meckel,Trastorno físico que se caracteriza por una anomalía congénita caracterizada por la formación de una bolsa o saco en el íleon.
http://purl.obolibrary.org/obo/DOID_9565,dextrocardia,NA
http://purl.obolibrary.org/obo/DOID_9621,quiste no congénito de riñón,NA
http://purl.obolibrary.org/obo/DOID_9827,sinostosis radiocubital,NA
http://purl.obolibrary.org/obo/DOID_990,bloqueo cardiaco congénito,"Un bloqueo auriculoventricular caracterizado por la presencia de una enfermedad del sistema de conducción de cualquier forma, que se diagnostica a los 28 días de vida o antes."
http://purl.obolibrary.org/obo/DOID_9955,síndrome del corazón izquierdo hipoplásico,Enfermedad cardiaca congénita caracterizada por un desarrollo anormal de las estructuras del lado izquierdo del corazón.
