class,label,definition,clase,etiqueta,definición,class_match
http://purl.obolibrary.org/obo/DOID_0060714,autosomal recessive congenital ichthyosis 5,"An autosomal recessive congenital ichthyosis characterized by fine white or greyish-white scales, hyperkeratosis, moderate acanthosis, and moderate parakeratosis that has_material_basis_in homozygous mutation in the CYP4F22 gene on chromosome 19p13.",http://purl.obolibrary.org/obo/DOID_0060714,ictiosis congénita autosómica recesiva 5,"Una ictiosis congénita autosómica recesiva caracterizada por finas escamas blancas o blanco grisáceas, hiperqueratosis, acantosis y paraqueratosis moderadas que tiene_su_base_material_en la mutación homocigota en el gen CYP4F22 del cromosoma 19p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0060715,autosomal recessive congenital ichthyosis 6,"An autosomal recessive congenital ichthyosis characterized by generalized ichthyosis, hyperkeratosis, parakeratosis and moderate acanthosis that has_material_basis_in homozygous or compound heterozygous mutation in the NIPAL4 gene on chromosome 5q33.",http://purl.obolibrary.org/obo/DOID_0060715,ictiosis congénita autosómica recesiva 6,"Una ictiosis congénita autosómica recesiva caracterizada por ictiosis generalizada, hiperqueratosis, paraqueratosis y acantosis moderada que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen NIPAL4 en el cromosoma 5q33.",TRUE
http://purl.obolibrary.org/obo/DOID_0060716,autosomal recessive congenital ichthyosis 7,"An autosomal recessive congenital ichthyosis characterized by fine whitish scales, moderate to severe erythroderma, compact hyperkeratosis, hypergranulosis, acanthosis, and papillomatosis that has_material_basis_in variation in the chromosome region 12p11.2-q13.1.",http://purl.obolibrary.org/obo/DOID_0060716,ictiosis congénita autosómica recesiva 7,"Una ictiosis congénita autosómica recesiva caracterizada por finas escamas blanquecinas, eritrodermia de moderada a grave, hiperqueratosis compacta, hipergranulosis, acantosis y papilomatosis que tiene_su_base_material_en la variación en la región cromosómica 12p11.2-q13.1.",TRUE
http://purl.obolibrary.org/obo/DOID_0060717,autosomal recessive congenital ichthyosis 8,"An autosomal recessive congenital ichthyosis characterized by diffuse lamellar ichthyosis, slight facial erythema, hyperkeratosis, orthokeratosis, hypergranulosis, and acanthosis that has_material_basis_in homozygous mutation in the LIPN gene on chromosome 10q23.",http://purl.obolibrary.org/obo/DOID_0060717,ictiosis congénita autosómica recesiva 8,"Una ictiosis congénita autosómica recesiva caracterizada por ictiosis lamelar difusa, eritema facial leve, hiperqueratosis, ortoqueratosis, hipergranulosis y acantosis que tiene_su_base_material_en mutación homocigota en el gen LIPN del cromosoma 10q23.",TRUE
http://purl.obolibrary.org/obo/DOID_0060718,autosomal recessive congenital ichthyosis 9,"An autosomal recessive congenital ichthyosis characterized by fine erythrodermic scales, palmoplantar hyperlinearity, thick orthohyperkeratosis, hypergranulosis, moderate acanthosis and mild alopecia that has_material_basis_in homozygous mutation in the CERS3 gene on chromosome 15q26.",http://purl.obolibrary.org/obo/DOID_0060718,ictiosis congénita autosómica recesiva 9,"Una ictiosis congénita autosómica recesiva caracterizada por finas escamas eritrodérmicas, hiperlinearidad palmoplantar, ortoqueratosis gruesa, hipergranulosis, acantosis moderada y alopecia leve que tiene_su_base_material_en mutación homocigota en el gen CERS3 del cromosoma 15q26.",TRUE
http://purl.obolibrary.org/obo/DOID_0060719,autosomal recessive congenital ichthyosis 10,"An autosomal recessive congenital ichthyosis characterized by generalized ichthyosis, moderade erythroderma, palmoplantar keratoderma and hypergranulosis that has_material_basis_in homozygous mutation in the PNPLA1 gene on chromosome 6p21.",http://purl.obolibrary.org/obo/DOID_0060719,ictiosis congénita autosómica recesiva 10,"Una ictiosis congénita autosómica recesiva caracterizada por ictiosis generalizada, eritrodermia moderada, queratodermia palmoplantar e hipergranulosis que tiene_su_base_material_en mutación homocigota en el gen PNPLA1 del cromosoma 6p21.",TRUE
http://purl.obolibrary.org/obo/DOID_0060720,autosomal recessive congenital ichthyosis 11,"An autosomal recessive congenital ichthyosis characterized by ichthyosis, hypotrichosis, photophobia, corneal opacity, pingueculum, blepharitis, marked acanthosis, otrhohyperkeratosis and hyperkeratosis that has_material_basis_in homozygous mutation in the ST14 gene on chromosome 11q24.",http://purl.obolibrary.org/obo/DOID_0060720,ictiosis congénita autosómica recesiva 11,"Una ictiosis congénita autosómica recesiva caracterizada por ictiosis, hipotricosis, fotofobia, opacidad corneal, pinguécula, blefaritis, acantosis marcada, ortoqueratosis e hiperqueratosis que tiene_su_base_material_en una mutación homocigota en el gen ST14 del cromosoma 11q24.",TRUE
http://purl.obolibrary.org/obo/DOID_0060731,congenital central hypoventilation syndrome,"An autonomic nervous system disease characterized by reduced responsiveness of the respiratory center to carbon dioxide, diminished pupillary light responses, and other symptoms related to defects in the autonomic nervous system and that has_material_basis_in most commonly heterozygous mutation in the PHOX2B gene on chromosome 4p13 and less frequently mutations in the RET, GDNF, EDN3, BDNF, or ASCL1 genes.",http://purl.obolibrary.org/obo/DOID_0060731,síndrome de hipoventilación central congénita,"Enfermedad del sistema nervioso autónomo caracterizada por una capacidad de respuesta reducida del centro respiratorio al dióxido de carbono, respuestas pupilares a la luz disminuidas y otros síntomas relacionados con defectos en el sistema nervioso autónomo y que tiene_su_base_material_en más comúnmente mutación heterocigota en el gen PHOX2B del cromosoma 4p13 y con menos frecuencia mutaciones en los genes RET, GDNF, EDN3,BDNF o ASCL1.",TRUE
http://purl.obolibrary.org/obo/DOID_0060769,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy","A severe combined immunodeficiency characterized by congenital alopecia, severe T-cell immunodeficiency, and ridging, pitting or curving of all nails that has_material_basis_in homozygous mutation in the FOXN1 gene on chromosome 17q11-q12.",http://purl.obolibrary.org/obo/DOID_0060769,"Inmunodeficiencia de células T, alopecia congénita y distrofia ungueal","Inmunodeficiencia combinada grave caracterizada por alopecia congénita, inmunodeficiencia grave de células T y crestas, picaduras o curvatura de todas las uñas que tiene_su_base_material_en mutación homocigota en el gen FOXN1 en el cromosoma 17q11-q12.",TRUE
http://purl.obolibrary.org/obo/DOID_0060770,dextro-looped transposition of the great arteries,A congenital heart disease characterized by complete inversion of the great vessels where the aorta incorrectly arises from the right ventricle and the pulmonary artery incorrectly arises from the left ventricle.,http://purl.obolibrary.org/obo/DOID_0060770,transposición dextrógira de las grandes arterias,Enfermedad cardiaca congénita caracterizada por una inversión completa de los grandes vasos en la que la aorta nace incorrectamente del ventrículo derecho y la arteria pulmonar nace incorrectamente del ventrículo izquierdo.,TRUE
http://purl.obolibrary.org/obo/DOID_1682,congenital heart disease,NA,http://purl.obolibrary.org/obo/DOID_1682,cardiopatía congénita,NA,TRUE
http://purl.obolibrary.org/obo/DOID_0060772,multiple types of congenital heart defects 6,"A congenital heart disease that is characterized by a congenital cardiac malformation characterized by atrioventricular concordance and ventriculoarterial discordance and that 
has_material_basis_in heterozygous mutation in the GDF1 gene on chromosome 19p13.",http://purl.obolibrary.org/obo/DOID_0060772,múltiples tipos de defectos cardíacos congénitos 6,Una cardiopatía congénita que se caracteriza por una malformación cardíaca congénita caracterizada por una concordancia auriculoventricular y una discordancia ventrículo arterial y que tiene_su_base_material_en mutación heterocigota en el gen GDF1 del cromosoma 19p13.,TRUE
http://purl.obolibrary.org/obo/DOID_0060774,congenital diarrhea,A diarrhea that is characterized by frequent loose or liquid bowel movements where the disease is present from birth.,http://purl.obolibrary.org/obo/DOID_0060774,diarrea congénita,Diarrea que se caracteriza por deposiciones líquidas o blandas frecuentes cuando la enfermedad está presente desde el nacimiento.,TRUE
http://purl.obolibrary.org/obo/DOID_0060775,microvillus inclusion disease,"A congenital diarrhea characterized by onset of intractable life-threatening watery diarrhea during infancy, lack of microvilli on the surface of enterocytes and occurrence of intracellular vacuolar structures containing microvilli that has_material_basis_in homozygous or compound heterozygous mutation in the MYO5B gene on chromosome 18q21.",http://purl.obolibrary.org/obo/DOID_0060775,enfermedad de inclusión de microvellosidades,"Una diarrea congénita caracterizada por la aparición de diarrea acuosa intratable potencialmente mortal durante la infancia, la falta de microvellosidades en la superficie de los enterocitos y la aparición de estructuras vacuolares intracelulares que contienen microvellosidades que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen MYO5B del cromosoma 18q21.",TRUE
http://purl.obolibrary.org/obo/DOID_0060776,congenital diarrhea 5 with tufting enteropathy,"A congenital diarrhea characterized by intractable diarrhea of infancy with villous atrophy, absence of inflammation, and intestinal epithelial cell dysplasia manifesting as focal epithelial tufts in the duodenum and jejunum that has_material_basis_in homozygous or compound heterozygous mutation in the EPCAM gene on chromosome 2p21.",http://purl.obolibrary.org/obo/DOID_0060776,diarrea congénita 5 con enteropatía en penacho,"Una diarrea congénita caracterizada por diarrea intratable de la infancia con atrofia vellositaria, ausencia de inflamación y displasia de las células epiteliales intestinales que se manifiesta como penachos epiteliales focales en el duodeno y el yeyuno que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen EPCAM del cromosoma 2p21.",TRUE
http://purl.obolibrary.org/obo/DOID_0060777,congenital secretory sodium diarrhea 8,A secretory diarrhea that has_material_basis_in homozygous or compound heterozygous mutation in the SLC9A3 gene on chromosome 5p15.,http://purl.obolibrary.org/obo/DOID_0060777,diarrea sódica secretora congénita 8,Una diarrea secretora que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SLC9A3 del cromosoma 5p15.,TRUE
http://purl.obolibrary.org/obo/DOID_0060778,congenital diarrhea 7 with exudative enteropathy,"A congenital diarrhea characterized by watery diarrhea, protein-losing enteropathy, patchy areas of dystrophic microvilli in the duodenum and patchy areas of villous atrophy that has_material_basis_in homozygous mutation in the DGAT1 gene on chromosome 8q24.3.",http://purl.obolibrary.org/obo/DOID_0060778,diarrea congénita 7 con enteropatía exudativa,"Una diarrea congénita caracterizada por diarrea acuosa, enteropatía perdedora de proteínas, áreas parcheadas de microvellosidades distróficas en el duodeno y áreas parcheadas de atrofia vellositaria que tiene_su_base_material_en mutación homocigota en el gen DGAT1 del cromosoma 8q24.3.",TRUE
